trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
824020,125,1,"Fort Street-River Rouge",,1,11311,shp-125-01,1,1
2867010,125,3,"Metro Airport",,0,11281,shp-125-51,1,1
3046010,125,3,"Metro Airport",,0,11301,shp-125-51,1,1
3101020,125,1,"Metro Airport",,0,11341,shp-125-51,1,1
3124020,125,1,"Metro Airport",,0,11311,shp-125-51,1,1
1638070,125,2,"Metro Airport",,0,11261,shp-125-51,1,1
1783020,125,1,"Metro Airport",,0,11251,shp-125-51,1,1
185010,125,3,"Metro Airport",,0,11281,shp-125-51,1,1
1878020,125,1,"Metro Airport",,0,11311,shp-125-51,1,1
899020,125,1,"Metro Airport",,0,11251,shp-125-51,1,1
871020,125,1,"Metro Airport",,0,11231,shp-125-51,1,1
638020,125,1,"Metro Airport",,0,11241,shp-125-51,1,1
3286070,125,2,"Metro Airport",,0,11251,shp-125-51,1,1
3319010,125,3,"Metro Airport",,0,11301,shp-125-51,1,1
3301020,125,1,"Metro Airport",,0,11261,shp-125-51,1,1
968020,125,1,"Metro Airport",,0,11321,shp-125-51,1,1
2906070,125,2,"Metro Airport",,0,11301,shp-125-51,1,1
3387020,125,1,"Metro Airport",,0,11311,shp-125-51,1,1
3192010,125,3,"Metro Airport",,0,11281,shp-125-51,1,1
53020,125,1,"Metro Airport",,0,11331,shp-125-51,1,1
3010020,125,1,"Metro Airport",,0,11301,shp-125-51,1,1
313070,125,2,"Metro Airport",,0,11281,shp-125-51,1,1
540010,125,3,"Metro Airport",,0,11271,shp-125-51,1,1
3315020,125,1,"Metro Airport",,0,11211,shp-125-51,1,1
3138020,125,1,"Metro Airport",,0,11281,shp-125-51,1,1
2694010,125,3,"Metro Airport",,0,11291,shp-125-51,1,1
2738020,125,1,"Metro Airport",,0,11221,shp-125-51,1,1
2972070,125,2,"Metro Airport",,0,11271,shp-125-51,1,1
3079020,125,1,"Metro Airport",,0,11291,shp-125-51,1,1
3110010,125,3,"Metro Airport",,0,11291,shp-125-51,1,1
2452020,125,1,"Metro Airport",,0,11271,shp-125-51,1,1
2503020,125,1,"Metro Airport",,0,11231,shp-125-51,1,1
2202070,125,2,"Metro Airport",,0,11251,shp-125-51,1,1
2321020,125,1,"Metro Airport",,0,11261,shp-125-51,1,1
2696070,125,2,"Metro Airport",,0,11271,shp-125-51,1,1
2964070,125,2,"Metro Airport",,0,11261,shp-125-51,1,1
2556070,125,2,"Metro Airport",,0,11291,shp-125-51,1,1
2355020,125,1,"Metro Airport",,0,11241,shp-125-51,1,1
1923020,125,1,"Metro Airport",,0,11231,shp-125-51,1,1
1950020,125,1,"Metro Airport",,0,11271,shp-125-51,1,1
203020,125,1,"Metro Airport",,0,11261,shp-125-51,1,1
2769020,125,1,"Metro Airport",,0,11321,shp-125-51,1,1
2337070,125,2,"Metro Airport",,0,11291,shp-125-51,1,1
2632010,125,3,"Metro Airport",,0,11271,shp-125-51,1,1
265020,125,1,"Metro Airport",,0,11241,shp-125-51,1,1
2710020,125,1,"Metro Airport",,0,11251,shp-125-51,1,1
2194020,125,1,"Metro Airport",,0,11301,shp-125-51,1,1
2177070,125,2,"Metro Airport",,0,11281,shp-125-51,1,1
2192020,125,1,"Metro Airport",,0,11291,shp-125-51,1,1
2015010,125,3,"Metro Airport",,0,11251,shp-125-51,1,1
2021020,125,1,"Metro Airport",,0,11281,shp-125-51,1,1
1293010,125,3,"Metro Airport",,0,11251,shp-125-51,1,1
1236070,125,2,"Metro Airport",,0,11291,shp-125-51,1,1
1728010,125,3,"Metro Airport",,0,11271,shp-125-51,1,1
209010,125,3,"Metro Airport",,0,11251,shp-125-51,1,1
109010,125,3,"Metro Airport",,0,11261,shp-125-51,1,1
121020,125,1,"Metro Airport",,0,11341,shp-125-51,1,1
1124070,125,2,"Metro Airport",,0,11301,shp-125-51,1,1
1940020,125,1,"Metro Airport",,0,11351,shp-125-51,1,1
1710070,125,2,"Metro Airport",,0,11301,shp-125-51,1,1
1826010,125,3,"Metro Airport",,0,11261,shp-125-51,1,1
1835020,125,1,"Metro Airport",,0,11201,shp-125-51,1,1
1402070,125,2,"Metro Airport",,0,11271,shp-125-51,1,1
1393020,125,1,"Metro Airport",,0,11351,shp-125-51,1,1
1697020,125,1,"Metro Airport",,0,11211,shp-125-51,1,1
1449020,125,1,"Metro Airport",,0,11321,shp-125-51,1,1
1237020,125,1,"Metro Airport",,0,11331,shp-125-51,1,1
1611070,125,2,"Metro Airport",,0,11261,shp-125-51,1,1
1174070,125,2,"Metro Airport",,0,11251,shp-125-51,1,1
1211010,125,3,"Metro Airport",,0,11301,shp-125-51,1,1
1221070,125,2,"Metro Airport",,0,11281,shp-125-51,1,1
724020,140,1,"Dearborn Transit Center via Student Gate",,1,11461,shp-140-01,1,1
365020,140,1,"Dearborn Transit Center",,1,11471,shp-140-02,1,1
640020,140,1,"Dearborn Transit Center",,1,11451,shp-140-02,1,1
787020,140,1,"Dearborn Transit Center",,1,11421,shp-140-02,1,1
732020,140,1,"Dearborn Transit Center",,1,11461,shp-140-02,1,1
837020,140,1,"Dearborn Transit Center",,1,11451,shp-140-02,1,1
2419020,140,1,"Dearborn Transit Center",,1,11411,shp-140-02,1,1
2653020,140,1,"Dearborn Transit Center",,1,11401,shp-140-02,1,1
3333020,140,1,"Dearborn Transit Center",,1,11411,shp-140-02,1,1
1151020,140,1,"Dearborn Transit Center",,1,11441,shp-140-02,1,1
137020,140,1,"Dearborn Transit Center",,1,11401,shp-140-02,1,1
1717020,140,1,"Dearborn Transit Center",,1,11421,shp-140-02,1,1
1353020,140,1,"Dearborn Transit Center",,1,11431,shp-140-02,1,1
2511020,140,1,"Dearborn Transit Center",,1,11481,shp-140-02,1,1
2438020,140,1,"Dearborn Transit Center",,1,11481,shp-140-02,1,1
2590020,140,1,"Dearborn Transit Center",,1,11471,shp-140-02,1,1
3104020,140,1,"Dearborn Transit Center",,1,11431,shp-140-02,1,1
403020,140,1,"Southgate Meijer via Student Gate",,0,11421,shp-140-52,1,1
82020,140,1,"Southgate Meijer",,0,11401,shp-140-55,1,1
2983020,140,1,"Southgate Meijer",,0,11481,shp-140-55,1,1
359020,140,1,"Southgate Meijer",,0,11431,shp-140-55,1,1
3016020,140,1,"Southgate Meijer",,0,11471,shp-140-55,1,1
1009020,140,1,"Southgate Meijer",,0,11431,shp-140-55,1,1
2650020,140,1,"Southgate Meijer",,0,11401,shp-140-55,1,1
2521020,140,1,"Southgate Meijer",,0,11481,shp-140-55,1,1
3049020,140,1,"Southgate Meijer",,0,11451,shp-140-55,1,1
1592020,140,1,"Southgate Meijer",,0,11451,shp-140-55,1,1
1825020,140,1,"Southgate Meijer",,0,11421,shp-140-55,1,1
1858020,140,1,"Southgate Meijer",,0,11461,shp-140-55,1,1
1688020,140,1,"Southgate Meijer",,0,11411,shp-140-55,1,1
1438020,140,1,"Southgate Meijer",,0,11471,shp-140-55,1,1
1253020,140,1,"Southgate Meijer",,0,11411,shp-140-55,1,1
1282070,160,2,"Dearborn Transit Center",,1,11621,shp-160-04,1,1
1372070,160,2,"Dearborn Transit Center",,1,11611,shp-160-04,1,1
1587020,160,1,"Dearborn Transit Center",,1,11651,shp-160-04,1,1
103020,160,1,"Dearborn Transit Center",,1,11611,shp-160-04,1,1
107020,160,1,"Dearborn Transit Center",,1,11641,shp-160-04,1,1
110020,160,1,"Dearborn Transit Center",,1,11631,shp-160-04,1,1
1603020,160,1,"Dearborn Transit Center",,1,11611,shp-160-04,1,1
1373020,160,1,"Dearborn Transit Center",,1,11641,shp-160-04,1,1
2233070,160,2,"Dearborn Transit Center",,1,11601,shp-160-04,1,1
2275020,160,1,"Dearborn Transit Center",,1,11611,shp-160-04,1,1
1556070,160,2,"Dearborn Transit Center",,1,11601,shp-160-04,1,1
2368070,160,2,"Dearborn Transit Center",,1,11621,shp-160-04,1,1
3088020,160,1,"Dearborn Transit Center",,1,11621,shp-160-04,1,1
560020,160,1,"Dearborn Transit Center",,1,11651,shp-160-04,1,1
488070,160,2,"Dearborn Transit Center",,1,11611,shp-160-04,1,1
2796020,160,1,"Dearborn Transit Center",,1,11601,shp-160-04,1,1
2868020,160,1,"Dearborn Transit Center",,1,11651,shp-160-04,1,1
397070,160,2,"Dearborn Transit Center",,1,11621,shp-160-04,1,1
276020,160,1,"Dearborn Transit Center",,1,11631,shp-160-04,1,1
3254020,160,1,"Dearborn Transit Center",,1,11631,shp-160-04,1,1
798070,160,2,"Dearborn Transit Center",,1,11611,shp-160-04,1,1
1406070,160,2,"Dearborn Transit Center",,1,11601,shp-160-04,1,1
999020,160,1,"Dearborn Transit Center",,1,11621,shp-160-04,1,1
527020,160,1,"Dearborn Transit Center",,1,11601,shp-160-04,1,1
40020,160,1,"Trenton",,0,11641,shp-160-54,1,1
684020,160,1,"Trenton",,0,11631,shp-160-54,1,1
3371070,160,2,"Trenton",,0,11611,shp-160-54,1,1
719070,160,2,"Trenton",,0,11601,shp-160-54,1,1
626070,160,2,"Trenton",,0,11621,shp-160-54,1,1
2126070,160,2,"Trenton",,0,11621,shp-160-54,1,1
2130020,160,1,"Trenton",,0,11651,shp-160-54,1,1
689020,160,1,"Trenton",,0,11601,shp-160-54,1,1
2440020,160,1,"Trenton",,0,11641,shp-160-54,1,1
2195070,160,2,"Trenton",,0,11601,shp-160-54,1,1
2839070,160,2,"Trenton",,0,11621,shp-160-54,1,1
268020,160,1,"Trenton",,0,11611,shp-160-54,1,1
2981020,160,1,"Trenton",,0,11631,shp-160-54,1,1
3396070,160,2,"Trenton",,0,11601,shp-160-54,1,1
390020,160,1,"Trenton",,0,11621,shp-160-54,1,1
2062020,160,1,"Trenton",,0,11611,shp-160-54,1,1
1550020,160,1,"Trenton",,0,11641,shp-160-54,1,1
1656020,160,1,"Trenton",,0,11651,shp-160-54,1,1
1416070,160,2,"Trenton",,0,11611,shp-160-54,1,1
2013020,160,1,"Trenton",,0,11601,shp-160-54,1,1
1890020,160,1,"Trenton",,0,11621,shp-160-54,1,1
1764070,160,2,"Trenton",,0,11611,shp-160-54,1,1
114020,160,1,"Trenton",,0,11621,shp-160-54,1,1
1129020,160,1,"Trenton",,0,11601,shp-160-54,1,1
1152020,200,1,"Fairlane",,1,12051,shp-200-56,1,1
164020,200,1,"Fairlane",,1,12021,shp-200-56,1,1
1107070,200,2,"Fairlane",,1,12011,shp-200-56,1,1
1739020,200,1,"Fairlane",,1,12061,shp-200-56,1,1
1956070,200,2,"Fairlane",,1,12031,shp-200-56,1,1
1787070,200,2,"Fairlane",,1,12011,shp-200-56,1,1
1595020,200,1,"Fairlane",,1,12071,shp-200-56,1,1
1679020,200,1,"Fairlane",,1,12021,shp-200-56,1,1
2297070,200,2,"Fairlane",,1,12031,shp-200-56,1,1
2421010,200,3,"Fairlane",,1,12001,shp-200-56,1,1
2127020,200,1,"Fairlane",,1,12011,shp-200-56,1,1
3256020,200,1,"Fairlane",,1,12071,shp-200-56,1,1
3269010,200,3,"Fairlane",,1,12001,shp-200-56,1,1
3303010,200,3,"Fairlane",,1,12031,shp-200-56,1,1
266010,200,3,"Fairlane",,1,12001,shp-200-56,1,1
2847010,200,3,"Fairlane",,1,12031,shp-200-56,1,1
2717010,200,3,"Fairlane",,1,12031,shp-200-56,1,1
2887070,200,2,"Fairlane",,1,12031,shp-200-56,1,1
3086010,200,3,"Fairlane",,1,12031,shp-200-56,1,1
3202020,200,1,"Fairlane",,1,12001,shp-200-56,1,1
2572020,200,1,"Fairlane",,1,12011,shp-200-56,1,1
1513070,200,2,"Fairlane",,1,12031,shp-200-56,1,1
1801010,200,3,"Fairlane",,1,12001,shp-200-56,1,1
2676010,200,3,"Fairlane",,1,12001,shp-200-56,1,1
2871020,200,1,"Fairlane",,1,12061,shp-200-56,1,1
2799020,200,1,"Fairlane",,1,12001,shp-200-56,1,1
339070,200,2,"Fairlane",,1,12011,shp-200-56,1,1
3285070,200,2,"Fairlane",,1,12011,shp-200-56,1,1
882020,200,1,"Fairlane",,1,12051,shp-200-56,1,1
741070,200,2,"Fairlane",,1,12011,shp-200-56,1,1
600020,200,1,"John Hix",,0,12001,shp-200-03,1,1
822020,200,1,"John Hix",,0,12011,shp-200-13,1,1
3058070,200,2,"John Hix",,0,12031,shp-200-03,1,1
3407020,200,1,"John Hix",,0,12061,shp-200-03,1,1
2768020,200,1,"John Hix",,0,12021,shp-200-03,1,1
2890070,200,2,"John Hix",,0,12011,shp-200-03,1,1
63010,200,3,"John Hix",,0,12001,shp-200-03,1,1
973020,200,1,"John Hix",,0,12071,shp-200-03,1,1
900070,200,2,"John Hix",,0,12011,shp-200-13,1,1
1295070,200,2,"John Hix",,0,12031,shp-200-03,1,1
396070,200,2,"John Hix",,0,12011,shp-200-03,1,1
2507010,200,3,"John Hix",,0,12001,shp-200-03,1,1
2971070,200,2,"John Hix",,0,12031,shp-200-03,1,1
2389020,200,1,"John Hix",,0,12021,shp-200-03,1,1
1882070,200,2,"John Hix",,0,12011,shp-200-03,1,1
3052020,200,1,"John Hix",,0,12011,shp-200-03,1,1
2605010,200,3,"John Hix",,0,12001,shp-200-13,1,1
3305070,200,2,"John Hix",,0,12011,shp-200-03,1,1
2862010,200,3,"John Hix",,0,12031,shp-200-03,1,1
2932020,200,1,"John Hix",,0,12061,shp-200-03,1,1
3221020,200,1,"John Hix",,0,12031,shp-200-03,1,1
3059010,200,3,"John Hix",,0,12001,shp-200-03,1,1
332020,200,1,"John Hix",,0,12051,shp-200-03,1,1
2390010,200,3,"John Hix",,0,12031,shp-200-03,1,1
1935010,200,3,"John Hix",,0,12001,shp-200-03,1,1
1187010,200,3,"John Hix",,0,12031,shp-200-03,1,1
1836020,200,1,"John Hix",,0,12071,shp-200-03,1,1
142020,200,1,"John Hix",,0,12051,shp-200-03,1,1
1778020,200,1,"John Hix",,0,12001,shp-200-03,1,1
145010,200,3,"John Hix",,0,12031,shp-200-03,1,1
1220010,200,3,"John Hix",,0,12031,shp-200-03,1,1
1297070,200,2,"John Hix",,0,12031,shp-200-03,1,1
1267070,200,2,"John Hix",,0,12031,shp-200-03,1,1
1019020,210,1,"Fairlane",,1,12021,shp-210-01,1,1
1422020,210,1,"Fairlane",,1,12001,shp-210-01,1,1
131010,210,3,"Fairlane",,1,12011,shp-210-01,1,1
1135010,210,3,"Fairlane",,1,12011,shp-210-01,1,1
1786070,210,2,"Fairlane",,1,12021,shp-210-01,1,1
1682020,210,1,"Fairlane",,1,12051,shp-210-01,1,1
1333020,210,1,"Fairlane",,1,12071,shp-210-01,1,1
181010,210,3,"Fairlane",,1,12021,shp-210-01,1,1
1730020,210,1,"Fairlane",,1,12071,shp-210-01,1,1
1818020,210,1,"Fairlane",,1,12051,shp-210-01,1,1
1583010,210,3,"Fairlane",,1,12021,shp-210-01,1,1
1906070,210,2,"Fairlane",,1,12021,shp-210-01,1,1
2378070,210,2,"Fairlane",,1,12021,shp-210-01,1,1
352070,210,2,"Fairlane",,1,12001,shp-210-01,1,1
2594020,210,1,"Fairlane",,1,12011,shp-210-01,1,1
2644070,210,2,"Fairlane",,1,12001,shp-210-01,1,1
2241020,210,1,"Fairlane",,1,12001,shp-210-01,1,1
2056020,210,1,"Fairlane",,1,12021,shp-210-01,1,1
2171010,210,3,"Fairlane",,1,12021,shp-210-01,1,1
2161010,210,3,"Fairlane",,1,12011,shp-210-01,1,1
2960020,210,1,"Fairlane",,1,12031,shp-210-01,1,1
3092020,210,1,"Fairlane",,1,12011,shp-210-01,1,1
1768010,210,3,"Fairlane",,1,12011,shp-210-01,1,1
1931010,210,3,"Fairlane",,1,12011,shp-210-01,1,1
3339070,210,2,"Fairlane",,1,12021,shp-210-01,1,1
2771070,210,2,"Fairlane",,1,12001,shp-210-01,1,1
3336010,210,3,"Fairlane",,1,12021,shp-210-01,1,1
820070,210,2,"Fairlane",,1,12001,shp-210-01,1,1
678070,210,2,"Fairlane",,1,12001,shp-210-01,1,1
806020,210,1,"Fairlane",,1,12021,shp-210-01,1,1
929020,210,1,"Fairlane",,1,12061,shp-210-01,1,1
2405020,210,1,"Schaefer",,1,12071,shp-210-02,1,1
2850070,210,2,"Schaefer",,1,12021,shp-210-02,1,1
57020,210,1,"Schaefer",,1,12051,shp-210-02,1,1
348020,210,1,"Westland",,0,12001,shp-210-51,1,1
3082010,210,3,"Westland",,0,12021,shp-210-51,1,1
3111070,210,2,"Westland",,0,12021,shp-210-51,1,1
2938070,210,2,"Westland",,0,12001,shp-210-51,1,1
476020,210,1,"Westland",,0,12061,shp-210-51,1,1
2913070,210,2,"Westland",,0,12001,shp-210-51,1,1
2587010,210,3,"Westland",,0,12021,shp-210-51,1,1
3307070,210,2,"Westland",,0,12021,shp-210-51,1,1
3313010,210,3,"Westland",,0,12011,shp-210-51,1,1
2545020,210,1,"Westland",,0,12011,shp-210-51,1,1
3188020,210,1,"Westland",,0,12021,shp-210-51,1,1
2316070,210,2,"Westland",,0,12001,shp-210-51,1,1
2512070,210,2,"Westland",,0,12021,shp-210-51,1,1
2100070,210,2,"Westland",,0,12001,shp-210-51,1,1
1963020,210,1,"Westland",,0,12071,shp-210-51,1,1
238020,210,1,"Westland",,0,12021,shp-210-51,1,1
1930010,210,3,"Westland",,0,12011,shp-210-51,1,1
1667020,210,1,"Westland",,0,12051,shp-210-51,1,1
182010,210,3,"Westland",,0,12021,shp-210-51,1,1
2196070,210,2,"Westland",,0,12001,shp-210-52,1,1
2037010,210,3,"Westland",,0,12021,shp-210-51,1,1
1916010,210,3,"Westland",,0,12021,shp-210-51,1,1
150020,210,1,"Westland",,0,12071,shp-210-51,1,1
118010,210,3,"Westland",,0,12011,shp-210-51,1,1
1034070,210,2,"Westland",,0,12021,shp-210-51,1,1
2436020,210,1,"Westland",,0,12061,shp-210-51,1,1
2531010,210,3,"Westland",,0,12011,shp-210-51,1,1
3337070,210,2,"Westland",,0,12021,shp-210-51,1,1
1448020,210,1,"Westland",,0,12051,shp-210-51,1,1
3399020,210,1,"Westland",,0,12001,shp-210-51,1,1
61020,210,1,"Westland",,0,12011,shp-210-51,1,1
615020,210,1,"Westland",,0,12001,shp-210-52,1,1
850020,210,1,"Westland",,0,12041,shp-210-51,1,1
509020,250,1,"Dearborn Transit Center",,1,11481,shp-250-04,1,1
1479020,250,1,"Dearborn Transit Center",,1,11461,shp-250-04,1,1
765020,250,1,"Dearborn Transit Center",,1,11421,shp-250-04,1,1
1247020,250,1,"Dearborn Transit Center",,1,11481,shp-250-04,1,1
1326020,250,1,"Dearborn Transit Center",,1,11471,shp-250-04,1,1
132020,250,1,"Dearborn Transit Center",,1,11411,shp-250-04,1,1
147020,250,1,"Dearborn Transit Center",,1,11471,shp-250-04,1,1
1050020,250,1,"Dearborn Transit Center",,1,11431,shp-250-04,1,1
1864020,250,1,"Dearborn Transit Center",,1,11451,shp-250-04,1,1
1915020,250,1,"Dearborn Transit Center",,1,11401,shp-250-04,1,1
1814020,250,1,"Dearborn Transit Center",,1,11431,shp-250-04,1,1
2662020,250,1,"Dearborn Transit Center",,1,11411,shp-250-04,1,1
2187020,250,1,"Dearborn Transit Center",,1,11421,shp-250-04,1,1
300020,250,1,"Dearborn Transit Center",,1,11461,shp-250-04,1,1
2756020,250,1,"Dearborn Transit Center",,1,11481,shp-250-04,1,1
398020,250,1,"Dearborn Transit Center",,1,11451,shp-250-04,1,1
3273020,250,1,"Dearborn Transit Center",,1,11401,shp-250-04,1,1
3346020,250,1,"Westland",,0,11421,shp-250-53,1,1
2882020,250,1,"Westland",,0,11451,shp-250-53,1,1
3205020,250,1,"Westland",,0,11481,shp-250-53,1,1
2987020,250,1,"Westland",,0,11481,shp-250-53,1,1
255020,250,1,"Westland",,0,11451,shp-250-53,1,1
1363020,250,1,"Westland",,0,11461,shp-250-53,1,1
2259020,250,1,"Westland",,0,11471,shp-250-53,1,1
2191020,250,1,"Westland",,0,11411,shp-250-53,1,1
1934020,250,1,"Westland",,0,11461,shp-250-53,1,1
1380020,250,1,"Westland",,0,11421,shp-250-53,1,1
1274020,250,1,"Westland",,0,11431,shp-250-53,1,1
533020,250,1,"Westland",,0,11471,shp-250-53,1,1
499020,250,1,"Westland",,0,11421,shp-250-53,1,1
916020,250,1,"Westland",,0,11431,shp-250-53,1,1
99020,250,1,"Westland",,0,11401,shp-250-53,1,1
3152020,250,1,"Westland",,0,11401,shp-250-53,1,1
960020,250,1,"Westland",,0,11411,shp-250-53,1,1
928020,255,1,"Detroit",,1,11271,shp-255-51,1,1
440020,255,1,"Detroit",,1,18031,shp-255-51,1,1
675020,255,1,"Westland",,0,11331,shp-255-02,1,1
2397020,255,1,"Westland",,0,12041,shp-255-02,1,1
1317070,261,2,"Detroit via Amazon",,1,11263261,shp-261-52,1,1
1741020,261,1,"Detroit via Amazon",,1,1261,shp-261-52,1,1
98070,261,2,"Detroit via Amazon",,1,11261261,shp-261-52,1,1
991020,261,1,"Detroit via Amazon",,1,11261,shp-261-52,1,1
3060070,261,2,"Detroit via Amazon",,1,11261261,shp-261-52,1,1
2765020,261,1,"Detroit via Amazon",,1,5261,shp-261-52,1,1
2412020,261,1,"Detroit via Amazon",,1,3261,shp-261-52,1,1
2360020,261,1,"Detroit via Amazon",,1,5261,shp-261-52,1,1
2365020,261,1,"Detroit via Amazon",,1,2261,shp-261-52,1,1
1716070,261,2,"Detroit via Amazon",,1,11264261,shp-261-52,1,1
1013070,261,2,"Detroit via Amazon",,1,11264261,shp-261-52,1,1
1630020,261,1,"Detroit via Amazon",,1,6261,shp-261-52,1,1
1371070,261,2,"Detroit via Amazon",,1,11265261,shp-261-52,1,1
1356010,261,3,"Detroit via Amazon",,1,11263261,shp-261-52,1,1
1452020,261,1,"Detroit via Amazon",,1,4261,shp-261-52,1,1
1789070,261,2,"Detroit via Amazon",,1,11262261,shp-261-52,1,1
1511010,261,3,"Detroit via Amazon",,1,11262261,shp-261-52,1,1
1743010,261,3,"Detroit via Amazon",,1,11265261,shp-261-52,1,1
1757010,261,3,"Detroit via Amazon",,1,11261261,shp-261-52,1,1
1886010,261,3,"Detroit via Amazon",,1,11266261,shp-261-52,1,1
1929020,261,1,"Detroit",,1,5261,shp-261-51,1,1
2207020,261,1,"Detroit",,1,2261,shp-261-51,1,1
1879020,261,1,"Detroit",,1,8261,shp-261-51,1,1
1294020,261,1,"Detroit",,1,6261,shp-261-51,1,1
1756070,261,2,"Detroit",,1,11264261,shp-261-51,1,1
