trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,block_name
2987070,210,2,"Westland",,0,12001,shp-210-51,1,1,1200
2974020,210,3,"Westland",,0,12001,shp-210-52,1,1,1200
2761020,210,3,"Westland",,0,12011,shp-210-51,1,1,1201
3217010,210,1,"Westland",,0,12011,shp-210-51,1,1,1201
775020,210,3,"Westland",,0,12001,shp-210-51,1,1,1200
2057020,210,3,"Westland",,0,12071,shp-210-51,1,1,1207
2025070,210,2,"Westland",,0,12001,shp-210-51,1,1,1200
1938010,210,1,"Westland",,0,12011,shp-210-51,1,1,1201
1920070,250,2,"Dearborn Transit Center",,1,12501,shp-250-04,1,1,1250
2345020,250,3,"Dearborn Transit Center",,1,12531,shp-250-04,1,1,1253
1373070,250,2,"Dearborn Transit Center",,1,12531,shp-250-04,1,1,1253
2246020,250,3,"Dearborn Transit Center",,1,12511,shp-250-04,1,1,1251
2339020,250,3,"Dearborn Transit Center",,1,12531,shp-250-04,1,1,1253
1000070,250,2,"Dearborn Transit Center",,1,12511,shp-250-04,1,1,1251
2167070,250,2,"Dearborn Transit Center",,1,12501,shp-250-04,1,1,1250
3163070,250,2,"Dearborn Transit Center",,1,12511,shp-250-04,1,1,1251
1989020,250,3,"Dearborn Transit Center",,1,11401,shp-250-04,1,1,1140
2751020,250,3,"Dearborn Transit Center",,1,12521,shp-250-04,1,1,1252
1101020,250,3,"Dearborn Transit Center",,1,12501,shp-250-04,1,1,1250
3255020,250,3,"Dearborn Transit Center",,1,11451,shp-250-04,1,1,1145
1681020,250,3,"Dearborn Transit Center",,1,11471,shp-250-04,1,1,1147
1580020,250,3,"Dearborn Transit Center",,1,11421,shp-250-04,1,1,1142
512070,250,2,"Dearborn Transit Center",,1,12511,shp-250-04,1,1,1251
2878020,250,3,"Dearborn Transit Center",,1,11401,shp-250-04,1,1,1140
2729020,250,3,"Dearborn Transit Center",,1,11471,shp-250-04,1,1,1147
2836020,250,3,"Dearborn Transit Center",,1,12511,shp-250-04,1,1,1251
344070,250,2,"Dearborn Transit Center",,1,12531,shp-250-04,1,1,1253
1903020,250,3,"Dearborn Transit Center",,1,12521,shp-250-04,1,1,1252
2069070,250,2,"Dearborn Transit Center",,1,12521,shp-250-04,1,1,1252
1710020,250,3,"Dearborn Transit Center",,1,11481,shp-250-04,1,1,1148
640070,250,2,"Dearborn Transit Center",,1,12531,shp-250-04,1,1,1253
1709070,250,2,"Dearborn Transit Center",,1,12511,shp-250-04,1,1,1251
2943070,250,2,"Dearborn Transit Center",,1,12521,shp-250-04,1,1,1252
1984020,250,3,"Dearborn Transit Center",,1,11411,shp-250-04,1,1,1141
1268070,250,2,"Dearborn Transit Center",,1,12521,shp-250-04,1,1,1252
582020,250,3,"Dearborn Transit Center",,1,11461,shp-250-04,1,1,1146
169020,250,3,"Dearborn Transit Center",,1,12501,shp-250-04,1,1,1250
528020,250,3,"Dearborn Transit Center",,1,12511,shp-250-04,1,1,1251
