trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,block_name
792010,350,1,"Grand River / Wixom",,0,23512,shp-350-51,1,1,2351
3169010,350,1,"Grand River / Wixom",,0,23512,shp-350-51,1,1,2351
3079070,350,2,"Grand River / Wixom",,0,23522,shp-350-51,1,1,2352
3336070,350,2,"Grand River / Wixom",,0,23522,shp-350-51,1,1,2352
694010,350,1,"Grand River / Wixom",,0,23502,shp-350-51,1,1,2350
1359010,350,1,"Grand River / Wixom",,0,23532,shp-350-51,1,1,2353
3045020,350,3,"Grand River / Wixom",,0,23522,shp-350-51,1,1,2352
3014020,350,3,"Grand River / Wixom",,0,23502,shp-350-51,1,1,2350
1536010,350,1,"Grand River / Wixom",,0,23512,shp-350-51,1,1,2351
3500020,350,3,"Grand River / Wixom",,0,23522,shp-350-51,1,1,2352
2741020,350,3,"Grand River / Wixom",,0,23532,shp-350-51,1,1,2353
653010,350,1,"Grand River / Wixom",,0,23512,shp-350-51,1,1,2351
850020,350,3,"Grand River / Wixom",,0,23502,shp-350-51,1,1,2350
1494020,350,3,"Grand River / Wixom",,0,23512,shp-350-51,1,1,2351
1715020,350,3,"Grand River / Wixom",,0,23532,shp-350-51,1,1,2353
3178070,350,2,"Grand River / Wixom",,0,23502,shp-350-51,1,1,2350
879010,350,1,"Grand River / Wixom",,0,23522,shp-350-51,1,1,2352
2671070,350,2,"Grand River / Wixom",,0,23522,shp-350-51,1,1,2352
1505070,350,2,"Grand River / Wixom",,0,23502,shp-350-51,1,1,2350
548070,350,2,"Grand River / Wixom",,0,23512,shp-350-51,1,1,2351
466070,350,2,"Grand River / Wixom",,0,23502,shp-350-51,1,1,2350
1503010,350,1,"Grand River / Wixom",,0,23522,shp-350-51,1,1,2352
1274020,350,3,"Grand River / Wixom",,0,23512,shp-350-51,1,1,2351
356070,350,2,"Grand River / Wixom",,0,23532,shp-350-51,1,1,2353
170020,350,3,"Grand River / Wixom",,0,23532,shp-350-51,1,1,2353
346070,350,2,"Grand River / Wixom",,0,23522,shp-350-51,1,1,2352
160070,350,2,"Grand River / Wixom",,0,23532,shp-350-51,1,1,2353
3176070,350,2,"Grand River / Wixom",,0,23532,shp-350-51,1,1,2353
748010,350,1,"Grand River / Wixom",,0,23502,shp-350-51,1,1,2350
971010,350,1,"Grand River / Wixom",,0,23522,shp-350-51,1,1,2352
1432020,350,3,"Grand River / Wixom",,0,23532,shp-350-51,1,1,2353
1481020,350,3,"Grand River / Wixom",,0,23502,shp-350-51,1,1,2350
1447020,350,3,"Grand River / Wixom",,0,23522,shp-350-51,1,1,2352
1051070,350,2,"Grand River / Wixom",,0,23512,shp-350-51,1,1,2351
2808020,350,3,"Grand River / Wixom",,0,23502,shp-350-51,1,1,2350
991070,350,2,"Grand River / Wixom",,0,23532,shp-350-51,1,1,2353
181070,375,2,"Amazon Pontiac",,1,23752,shp-375-01,1,1,2375
372070,375,2,"Amazon Pontiac",,1,23732,shp-375-01,1,1,2373
371070,375,2,"Amazon Pontiac",,1,23762,shp-375-01,1,1,2376
1060020,375,3,"Amazon Pontiac",,1,23702,shp-375-01,1,1,2370
1924070,375,2,"Amazon Pontiac",,1,23732,shp-375-01,1,1,2373
1991020,375,3,"Amazon Pontiac",,1,23652,shp-375-01,1,1,2365
1490020,375,3,"Amazon Pontiac",,1,23672,shp-375-01,1,1,2367
1541020,375,3,"Amazon Pontiac",,1,23692,shp-375-01,1,1,2369
1487020,375,3,"Amazon Pontiac",,1,23662,shp-375-01,1,1,2366
349020,375,3,"Amazon Pontiac",,1,23672,shp-375-01,1,1,2367
1700070,375,2,"Amazon Pontiac",,1,23752,shp-375-01,1,1,2375
1343070,375,2,"Amazon Pontiac",,1,23702,shp-375-01,1,1,2370
2960070,375,2,"Amazon Pontiac",,1,23722,shp-375-01,1,1,2372
755070,375,2,"Amazon Pontiac",,1,23742,shp-375-01,1,1,2374
2423020,375,3,"Amazon Pontiac",,1,23702,shp-375-01,1,1,2370
2024020,375,3,"Amazon Pontiac",,1,23692,shp-375-01,1,1,2369
3010070,375,2,"Amazon Pontiac",,1,23732,shp-375-01,1,1,2373
578020,375,3,"Amazon Pontiac",,1,23652,shp-375-01,1,1,2365
1403070,375,2,"Amazon Pontiac",,1,23752,shp-375-01,1,1,2375
2849070,375,2,"Amazon Pontiac",,1,23702,shp-375-01,1,1,2370
1009020,375,3,"Amazon Pontiac",,1,23702,shp-375-01,1,1,2370
1847020,375,3,"Amazon Pontiac",,1,23672,shp-375-01,1,1,2367
1061020,375,3,"Amazon Pontiac",,1,23682,shp-375-01,1,1,2368
211020,375,3,"Amazon Pontiac",,1,23662,shp-375-01,1,1,2366
1332070,375,2,"Amazon Pontiac",,1,23742,shp-375-01,1,1,2374
3540020,375,3,"Amazon Pontiac",,1,23682,shp-375-01,1,1,2368
244020,375,3,"Amazon Pontiac",,1,23692,shp-375-01,1,1,2369
184070,375,2,"Amazon Pontiac",,1,23702,shp-375-01,1,1,2370
2340020,375,3,"Amazon Pontiac",,1,23652,shp-375-01,1,1,2365
2703070,375,2,"Amazon Pontiac",,1,23742,shp-375-01,1,1,2374
1068070,375,2,"Amazon Pontiac",,1,23762,shp-375-01,1,1,2376
3391020,375,3,"Amazon Pontiac",,1,23682,shp-375-01,1,1,2368
3202070,375,2,"Amazon Pontiac",,1,23762,shp-375-01,1,1,2376
929070,375,2,"Amazon Pontiac",,1,23722,shp-375-01,1,1,2372
1550020,375,3,"Amazon Pontiac",,1,23662,shp-375-01,1,1,2366
1088070,375,2,"Old Redford Meijer",,0,23732,shp-375-51,1,1,2373
422070,375,2,"Old Redford Meijer",,0,23732,shp-375-51,1,1,2373
423070,375,2,"Old Redford Meijer",,0,23762,shp-375-51,1,1,2376
3462070,375,2,"Old Redford Meijer",,0,23762,shp-375-51,1,1,2376
3115020,375,3,"Old Redford Meijer",,0,23702,shp-375-51,1,1,2370
2743070,375,2,"Old Redford Meijer",,0,23702,shp-375-51,1,1,2370
3330020,375,3,"Old Redford Meijer",,0,23652,shp-375-51,1,1,2365
3173070,375,2,"Old Redford Meijer",,0,23742,shp-375-51,1,1,2374
17070,375,2,"Old Redford Meijer",,0,23722,shp-375-51,1,1,2372
2072020,375,3,"Old Redford Meijer",,0,23662,shp-375-51,1,1,2366
2555070,375,2,"Old Redford Meijer",,0,23752,shp-375-51,1,1,2375
1873020,375,3,"Old Redford Meijer",,0,23672,shp-375-51,1,1,2367
638070,375,2,"Old Redford Meijer",,0,23732,shp-375-51,1,1,2373
3508020,375,3,"Old Redford Meijer",,0,23692,shp-375-51,1,1,2369
406020,375,3,"Old Redford Meijer",,0,23672,shp-375-51,1,1,2367
19020,375,3,"Old Redford Meijer",,0,23672,shp-375-51,1,1,2367
3495070,375,2,"Old Redford Meijer",,0,23722,shp-375-51,1,1,2372
1803020,375,3,"Old Redford Meijer",,0,23702,shp-375-51,1,1,2370
2282020,375,3,"Old Redford Meijer",,0,23702,shp-375-51,1,1,2370
3184020,375,3,"Old Redford Meijer",,0,23682,shp-375-51,1,1,2368
2669020,375,3,"Old Redford Meijer",,0,23682,shp-375-51,1,1,2368
1967020,375,3,"Old Redford Meijer",,0,23662,shp-375-51,1,1,2366
2505070,375,2,"Old Redford Meijer",,0,23752,shp-375-51,1,1,2375
941020,375,3,"Old Redford Meijer",,0,23692,shp-375-51,1,1,2369
1716020,375,3,"Old Redford Meijer",,0,23692,shp-375-51,1,1,2369
2714070,375,2,"Old Redford Meijer",,0,23702,shp-375-51,1,1,2370
570070,375,2,"Old Redford Meijer",,0,23722,shp-375-51,1,1,2372
1677020,375,3,"Old Redford Meijer",,0,23682,shp-375-51,1,1,2368
464020,375,3,"Old Redford Meijer",,0,23652,shp-375-51,1,1,2365
2587020,375,3,"Old Redford Meijer",,0,23662,shp-375-51,1,1,2366
361070,375,2,"Old Redford Meijer",,0,23742,shp-375-51,1,1,2374
1182070,375,2,"Old Redford Meijer",,0,23752,shp-375-51,1,1,2375
201070,375,2,"Old Redford Meijer",,0,23702,shp-375-51,1,1,2370
2990020,375,3,"Old Redford Meijer",,0,23652,shp-375-51,1,1,2365
1300070,405,2,"Commerce Walmart",,0,24092,shp-405-51,1,1,2409
2461020,405,3,"Commerce Walmart",,0,24102,shp-405-51,1,1,2410
2973020,405,3,"Commerce Walmart",,0,24092,shp-405-51,1,1,2409
2279070,405,2,"Commerce Walmart",,0,24092,shp-405-51,1,1,2409
816020,405,3,"Commerce Walmart",,0,24062,shp-405-51,1,1,2406
2704020,405,3,"Commerce Walmart",,0,24052,shp-405-51,1,1,2405
3109070,405,2,"Commerce Walmart",,0,24092,shp-405-51,1,1,2409
8020,405,3,"Commerce Walmart",,0,24072,shp-405-51,1,1,2407
2647020,405,3,"Commerce Walmart",,0,24102,shp-405-51,1,1,2410
868070,405,2,"Commerce Walmart",,0,24052,shp-405-51,1,1,2405
2909020,405,3,"Commerce Walmart",,0,24092,shp-405-51,1,1,2409
1187020,405,3,"Commerce Walmart",,0,24082,shp-405-51,1,1,2408
3188020,405,3,"Commerce Walmart",,0,24052,shp-405-51,1,1,2405
1045020,405,3,"Commerce Walmart",,0,24052,shp-405-51,1,1,2405
197070,405,2,"Commerce Walmart",,0,24072,shp-405-51,1,1,2407
3085020,405,3,"Commerce Walmart",,0,24102,shp-405-51,1,1,2410
2017020,405,3,"Commerce Walmart",,0,24072,shp-405-51,1,1,2407
1885070,405,2,"Commerce Walmart",,0,24052,shp-405-51,1,1,2405
833070,405,2,"Commerce Walmart",,0,24082,shp-405-51,1,1,2408
843070,405,2,"Commerce Walmart",,0,24062,shp-405-51,1,1,2406
447020,405,3,"Commerce Walmart",,0,24082,shp-405-51,1,1,2408
303020,405,3,"Commerce Walmart",,0,24092,shp-405-51,1,1,2409
15020,405,3,"Commerce Walmart",,0,24082,shp-405-51,1,1,2408
900070,405,2,"Commerce Walmart",,0,24052,shp-405-51,1,1,2405
1956020,405,3,"Commerce Walmart",,0,24072,shp-405-51,1,1,2407
961070,405,2,"Commerce Walmart",,0,24082,shp-405-51,1,1,2408
1626020,405,3,"Commerce Walmart",,0,24062,shp-405-51,1,1,2406
2500070,405,2,"Commerce Walmart",,0,24102,shp-405-51,1,1,2410
2709070,405,2,"Commerce Walmart",,0,24082,shp-405-51,1,1,2408
2629070,405,2,"Jason Hargrove Transit Center",,1,24082,shp-405-01,1,1,2408
383070,405,2,"Jason Hargrove Transit Center",,1,24062,shp-405-01,1,1,2406
3098020,405,3,"Jason Hargrove Transit Center",,1,24072,shp-405-01,1,1,2407
468020,405,3,"Jason Hargrove Transit Center",,1,24082,shp-405-01,1,1,2408
525020,405,3,"Jason Hargrove Transit Center",,1,24062,shp-405-01,1,1,2406
177070,405,2,"Jason Hargrove Transit Center",,1,24072,shp-405-01,1,1,2407
3222020,405,3,"Jason Hargrove Transit Center",,1,24062,shp-405-01,1,1,2406
62020,405,3,"Jason Hargrove Transit Center",,1,24102,shp-405-01,1,1,2410
2971020,405,3,"Jason Hargrove Transit Center",,1,24092,shp-405-01,1,1,2409
2645020,405,3,"Jason Hargrove Transit Center",,1,24082,shp-405-01,1,1,2408
2485020,405,3,"Jason Hargrove Transit Center",,1,24052,shp-405-01,1,1,2405
329020,405,3,"Jason Hargrove Transit Center",,1,24102,shp-405-01,1,1,2410
1810070,405,2,"Jason Hargrove Transit Center",,1,24092,shp-405-01,1,1,2409
3406070,405,2,"Jason Hargrove Transit Center",,1,24102,shp-405-01,1,1,2410
3054070,405,2,"Jason Hargrove Transit Center",,1,24092,shp-405-01,1,1,2409
2868020,405,3,"Jason Hargrove Transit Center",,1,24062,shp-405-01,1,1,2406
2134020,405,3,"Jason Hargrove Transit Center",,1,24102,shp-405-01,1,1,2410
2398070,405,2,"Jason Hargrove Transit Center",,1,24052,shp-405-01,1,1,2405
1578020,405,3,"Jason Hargrove Transit Center",,1,24082,shp-405-01,1,1,2408
1787070,405,2,"Jason Hargrove Transit Center",,1,24052,shp-405-01,1,1,2405
1535020,405,3,"Jason Hargrove Transit Center",,1,24072,shp-405-01,1,1,2407
2583070,405,2,"Jason Hargrove Transit Center",,1,24052,shp-405-01,1,1,2405
1533070,405,2,"Jason Hargrove Transit Center",,1,24082,shp-405-01,1,1,2408
742020,405,3,"Jason Hargrove Transit Center",,1,24052,shp-405-01,1,1,2405
2758070,405,2,"Jason Hargrove Transit Center",,1,24082,shp-405-01,1,1,2408
610020,405,3,"Jason Hargrove Transit Center",,1,24092,shp-405-01,1,1,2409
2553070,405,2,"Jason Hargrove Transit Center",,1,24092,shp-405-01,1,1,2409
1436020,405,3,"Jason Hargrove Transit Center",,1,24092,shp-405-01,1,1,2409
1631020,405,3,"Jason Hargrove Transit Center",,1,24052,shp-405-01,1,1,2405
1706010,415,1,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
519020,415,3,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
813020,415,3,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
906070,415,2,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
2464070,415,2,"Meijer-14 Mile",,1,24192,shp-415-02,1,1,2419
3561070,415,2,"Meijer-14 Mile",,1,24192,shp-415-02,1,1,2419
178010,415,1,"Meijer-14 Mile",,1,24162,shp-415-02,1,1,2416
336010,415,1,"Meijer-14 Mile",,1,24182,shp-415-02,1,1,2418
1547020,415,3,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
998020,415,3,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
1570070,415,2,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
2160010,415,1,"Meijer-14 Mile",,1,24182,shp-415-02,1,1,2418
1446070,415,2,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
3002020,415,3,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
1311020,415,3,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
2494070,415,2,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
1278020,415,3,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
2079070,415,2,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
428010,415,1,"Meijer-14 Mile",,1,24182,shp-415-02,1,1,2418
33010,415,1,"Meijer-14 Mile",,1,24162,shp-415-02,1,1,2416
874070,415,2,"Meijer-14 Mile",,1,24192,shp-415-02,1,1,2419
32070,415,2,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
2424010,415,1,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
1032010,415,1,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
718020,415,3,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
1900010,415,1,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
2931020,415,3,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
106010,415,1,"Meijer-14 Mile",,1,24182,shp-415-02,1,1,2418
3044010,415,1,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
1767070,415,2,"Meijer-14 Mile",,1,24192,shp-415-02,1,1,2419
943020,415,3,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
2095010,415,1,"Meijer-14 Mile",,1,24182,shp-415-02,1,1,2418
1409020,415,3,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
1325070,415,2,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
3064010,415,1,"Meijer-14 Mile",,1,24162,shp-415-02,1,1,2416
2942020,415,3,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
3491010,415,1,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
2720010,415,1,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
493010,415,1,"Meijer-14 Mile",,1,24162,shp-415-02,1,1,2416
340010,415,1,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
2090020,415,3,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
3334070,415,2,"Meijer-14 Mile",,1,24192,shp-415-02,1,1,2419
1037070,415,2,"Meijer-14 Mile",,1,24192,shp-415-02,1,1,2419
3230070,415,2,"Meijer-14 Mile",,1,24192,shp-415-02,1,1,2419
2449020,415,3,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
2036010,415,1,"Meijer-14 Mile",,1,24152,shp-415-02,1,1,2415
723010,415,1,"Meijer-14 Mile",,1,24162,shp-415-02,1,1,2416
1896010,415,1,"Meijer-14 Mile",,1,24172,shp-415-02,1,1,2417
2509010,415,1,"Northland Drive",,0,24182,shp-415-52,1,1,2418
2637070,415,2,"Northland Drive",,0,24202,shp-415-52,1,1,2420
2196070,415,2,"Northland Drive",,0,24162,shp-415-52,1,1,2416
42020,415,3,"Northland Drive",,0,24182,shp-415-52,1,1,2418
3316010,415,1,"Northland Drive",,0,24162,shp-415-52,1,1,2416
2373010,415,1,"Northland Drive",,0,24172,shp-415-52,1,1,2417
1328010,415,1,"Northland Drive",,0,24182,shp-415-52,1,1,2418
239070,415,2,"Northland Drive",,0,24202,shp-415-52,1,1,2420
895020,415,3,"Northland Drive",,0,24182,shp-415-52,1,1,2418
3324010,415,1,"Northland Drive",,0,24152,shp-415-52,1,1,2415
1136010,415,1,"Northland Drive",,0,24182,shp-415-52,1,1,2418
670010,415,1,"Northland Drive",,0,24172,shp-415-52,1,1,2417
2289020,415,3,"Northland Drive",,0,24162,shp-415-52,1,1,2416
2228010,415,1,"Northland Drive",,0,24162,shp-415-52,1,1,2416
1071020,415,3,"Northland Drive",,0,24182,shp-415-52,1,1,2418
2876020,415,3,"Northland Drive",,0,24162,shp-415-52,1,1,2416
3035010,415,1,"Northland Drive",,0,24172,shp-415-52,1,1,2417
3375070,415,2,"Northland Drive",,0,24162,shp-415-52,1,1,2416
586070,415,2,"Northland Drive",,0,24162,shp-415-52,1,1,2416
1616020,415,3,"Northland Drive",,0,24162,shp-415-52,1,1,2416
174070,415,2,"Northland Drive",,0,24202,shp-415-52,1,1,2420
1339010,415,1,"Northland Drive",,0,24162,shp-415-52,1,1,2416
3162010,415,1,"Northland Drive",,0,24172,shp-415-52,1,1,2417
1460020,415,3,"Northland Drive",,0,24182,shp-415-52,1,1,2418
2984070,415,2,"Northland Drive",,0,24162,shp-415-52,1,1,2416
1753070,415,2,"Northland Drive",,0,24202,shp-415-52,1,1,2420
1333010,415,1,"Northland Drive",,0,24162,shp-415-52,1,1,2416
3071020,415,3,"Northland Drive",,0,24182,shp-415-52,1,1,2418
3281020,415,3,"Northland Drive",,0,24162,shp-415-52,1,1,2416
577020,415,3,"Northland Drive",,0,24182,shp-415-52,1,1,2418
451010,415,1,"Northland Drive",,0,24152,shp-415-52,1,1,2415
3294020,415,3,"Northland Drive",,0,24162,shp-415-52,1,1,2416
1461010,415,1,"Northland Drive",,0,24162,shp-415-52,1,1,2416
611020,415,3,"Northland Drive",,0,24182,shp-415-52,1,1,2418
348010,415,1,"Northland Drive",,0,24152,shp-415-52,1,1,2415
3394010,415,1,"Northland Drive",,0,24172,shp-415-52,1,1,2417
2210010,415,1,"Northland Drive",,0,24152,shp-415-52,1,1,2415
2029010,415,1,"Northland Drive",,0,24182,shp-415-52,1,1,2418
3240070,415,2,"Northland Drive",,0,24202,shp-415-52,1,1,2420
241070,415,2,"Northland Drive",,0,24202,shp-415-52,1,1,2420
1521010,415,1,"Northland Drive",,0,24152,shp-415-52,1,1,2415
1568070,415,2,"Northland Drive",,0,24162,shp-415-52,1,1,2416
2338020,415,3,"Northland Drive",,0,24162,shp-415-52,1,1,2416
2383070,415,2,"Northland Drive",,0,24162,shp-415-52,1,1,2416
1713020,415,3,"Northland Drive",,0,24182,shp-415-52,1,1,2418
696020,415,3,"Northland Drive",,0,24162,shp-415-52,1,1,2416
2112070,415,2,"Northland Drive",,0,24202,shp-415-52,1,1,2420
341070,415,2,"Northland Drive",,0,24162,shp-415-52,1,1,2416
1765010,415,1,"Northland Drive",,0,24182,shp-415-52,1,1,2418
1760070,420,2,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
1277020,420,3,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
2410070,420,2,"Meijer-14 Mile",,1,24202,shp-420-03,1,1,2420
3465020,420,3,"Meijer-14 Mile",,1,24182,shp-420-03,1,1,2418
38020,420,3,"Meijer-14 Mile",,1,24182,shp-420-03,1,1,2418
1127020,420,3,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
365020,420,3,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
947070,420,2,"Meijer-14 Mile",,1,24202,shp-420-03,1,1,2420
2104020,420,3,"Meijer-14 Mile",,1,24182,shp-420-03,1,1,2418
1964020,420,3,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
2843070,420,2,"Meijer-14 Mile",,1,24202,shp-420-03,1,1,2420
2146070,420,2,"Meijer-14 Mile",,1,24202,shp-420-03,1,1,2420
827070,420,2,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
2889070,420,2,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
1190020,420,3,"Meijer-14 Mile",,1,24182,shp-420-03,1,1,2418
149070,420,2,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
1149070,420,2,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
3409020,420,3,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
3534070,420,2,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
3026070,420,2,"Meijer-14 Mile",,1,24202,shp-420-03,1,1,2420
2813020,420,3,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
136070,420,2,"Meijer-14 Mile",,1,24202,shp-420-03,1,1,2420
1199020,420,3,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
1693070,420,2,"Meijer-14 Mile",,1,24162,shp-420-03,1,1,2416
3075020,420,3,"Meijer-14 Mile",,1,24182,shp-420-03,1,1,2418
907020,420,3,"Meijer-14 Mile",,1,24182,shp-420-03,1,1,2418
1204070,420,2,"Meijer-14 Mile",,1,24202,shp-420-03,1,1,2420
2613020,420,3,"Meijer-14 Mile",,1,24182,shp-420-03,1,1,2418
86070,420,2,"Northland",,0,24192,shp-420-53,1,1,2419
1546020,420,3,"Northland",,0,24152,shp-420-53,1,1,2415
1739070,420,2,"Northland",,0,24172,shp-420-53,1,1,2417
1478070,420,2,"Northland",,0,24192,shp-420-53,1,1,2419
2238020,420,3,"Northland",,0,24152,shp-420-53,1,1,2415
3473020,420,3,"Northland",,0,24172,shp-420-53,1,1,2417
2117020,420,3,"Northland",,0,24172,shp-420-53,1,1,2417
317070,420,2,"Northland",,0,24172,shp-420-53,1,1,2417
3050070,420,2,"Northland",,0,24172,shp-420-53,1,1,2417
1928070,420,2,"Northland",,0,24172,shp-420-53,1,1,2417
3208070,420,2,"Northland",,0,24172,shp-420-53,1,1,2417
641020,420,3,"Northland",,0,24152,shp-420-53,1,1,2415
420020,420,3,"Northland",,0,24172,shp-420-53,1,1,2417
1587020,420,3,"Northland",,0,24152,shp-420-53,1,1,2415
2607070,420,2,"Northland",,0,24172,shp-420-53,1,1,2417
1877070,420,2,"Northland",,0,24172,shp-420-53,1,1,2417
2824020,420,3,"Northland",,0,24152,shp-420-53,1,1,2415
1726020,420,3,"Northland",,0,24172,shp-420-53,1,1,2417
3006020,420,3,"Northland",,0,24152,shp-420-53,1,1,2415
1993070,420,2,"Northland",,0,24192,shp-420-53,1,1,2419
3203020,420,3,"Northland",,0,24152,shp-420-53,1,1,2415
675070,420,2,"Northland",,0,24192,shp-420-53,1,1,2419
1906070,420,2,"Northland",,0,24192,shp-420-53,1,1,2419
671020,420,3,"Northland",,0,24172,shp-420-53,1,1,2417
2166020,420,3,"Northland",,0,24172,shp-420-53,1,1,2417
1479020,420,3,"Northland",,0,24152,shp-420-53,1,1,2415
484070,420,2,"Northland",,0,24172,shp-420-53,1,1,2417
1843070,420,2,"Northland",,0,24192,shp-420-53,1,1,2419
2185020,430,3,"Adams Road via Royal Oak HS/MS",,1,24302,shp-430-03,1,1,2430
2516020,430,3,"Adams Road via Royal Oak HS/MS",,1,24332,shp-430-03,1,1,2433
1807020,430,3,"Adams Road via Royal Oak HS/MS",,1,24322,shp-430-03,1,1,2432
2969020,430,3,"Adams Road via Royal Oak HS/MS",,1,24312,shp-430-03,1,1,2431
2976020,430,3,"Adams Road",,1,24322,shp-430-04,1,1,2432
3342020,430,3,"Adams Road",,1,24302,shp-430-04,1,1,2430
2377020,430,3,"Adams Road",,1,24332,shp-430-04,1,1,2433
3117020,430,3,"Adams Road",,1,24302,shp-430-04,1,1,2430
75020,430,3,"Adams Road",,1,24312,shp-430-04,1,1,2431
927020,430,3,"Adams Road",,1,24312,shp-430-04,1,1,2431
271020,430,3,"Adams Road",,1,24312,shp-430-04,1,1,2431
2744020,430,3,"Adams Road",,1,24322,shp-430-04,1,1,2432
394020,430,3,"Adams Road",,1,24302,shp-430-04,1,1,2430
1855020,430,3,"Adams Road",,1,24322,shp-430-04,1,1,2432
803020,430,3,"Adams Road",,1,24332,shp-430-04,1,1,2433
1910020,430,3,"Adams Road",,1,24332,shp-430-04,1,1,2433
3142020,430,3,"Royal Oak Transit Center via Royal Oak HS/MS",,0,24322,shp-430-54,1,1,2432
2652020,430,3,"Royal Oak Transit Center via Royal Oak HS/MS",,0,24332,shp-430-54,1,1,2433
695020,430,3,"Royal Oak Transit Center via Royal Oak HS/MS",,0,24312,shp-430-54,1,1,2431
2727020,430,3,"Royal Oak Transit Center via Royal Oak HS/MS",,0,24302,shp-430-54,1,1,2430
2247020,430,3,"Royal Oak Transit Center",,0,24312,shp-430-53,1,1,2431
2598020,430,3,"Royal Oak Transit Center",,0,24302,shp-430-53,1,1,2430
2740020,430,3,"Royal Oak Transit Center",,0,24322,shp-430-53,1,1,2432
722020,430,3,"Royal Oak Transit Center",,0,24312,shp-430-53,1,1,2431
202020,430,3,"Royal Oak Transit Center",,0,24322,shp-430-53,1,1,2432
642020,430,3,"Royal Oak Transit Center",,0,24312,shp-430-53,1,1,2431
1154020,430,3,"Royal Oak Transit Center",,0,24302,shp-430-53,1,1,2430
1028020,430,3,"Royal Oak Transit Center",,0,24332,shp-430-53,1,1,2433
1654020,430,3,"Royal Oak Transit Center",,0,24322,shp-430-53,1,1,2432
2766020,430,3,"Royal Oak Transit Center",,0,24332,shp-430-53,1,1,2433
2534020,430,3,"Royal Oak Transit Center",,0,24302,shp-430-53,1,1,2430
2806020,430,3,"Royal Oak Transit Center",,0,24332,shp-430-53,1,1,2433
3276020,450,3,"Jason Hargrove Transit Center",,0,24582,shp-450-53,1,1,2458
1123020,450,3,"Jason Hargrove Transit Center",,0,24592,shp-450-53,1,1,2459
325070,450,2,"Jason Hargrove Transit Center",,0,24552,shp-450-53,1,1,2455
935070,450,2,"Jason Hargrove Transit Center",,0,24562,shp-450-53,1,1,2456
1769020,450,3,"Jason Hargrove Transit Center",,0,24532,shp-450-53,1,1,2453
2874070,450,2,"Jason Hargrove Transit Center",,0,24532,shp-450-53,1,1,2453
1467020,450,3,"Jason Hargrove Transit Center",,0,24582,shp-450-53,1,1,2458
837070,450,2,"Jason Hargrove Transit Center",,0,24592,shp-450-53,1,1,2459
1797020,450,3,"Jason Hargrove Transit Center",,0,24532,shp-450-53,1,1,2453
207070,450,2,"Jason Hargrove Transit Center",,0,24592,shp-450-53,1,1,2459
2305020,450,3,"Jason Hargrove Transit Center",,0,24592,shp-450-53,1,1,2459
221070,450,2,"Jason Hargrove Transit Center",,0,24612,shp-450-53,1,1,2461
3550070,450,2,"Jason Hargrove Transit Center",,0,24592,shp-450-53,1,1,2459
