stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1869,20298,Main & E Farnum,,42.494445,-83.144405,,,,,,0
1877,11812,Big Beaver & Crooks,,42.561735,-83.166197,,,,,,0
1878,11813,Big Beaver & Troy Center,,42.561830,-83.163225,,,,,,0
1879,23113,Big Beaver & Civic Center Drive,,42.562132,-83.153545,,,,,,0
1880,23114,Big Beaver & Spencer Drive,,42.562125,-83.151288,,,,,,0
1881,23383,Livernois & Big Beaver,,42.561799,-83.147772,,,,,,0
1882,21296,Livernois & Starr Drive,,42.557833,-83.147473,,,,,,0
1883,23384,Livernois & Kirts,,42.556100,-83.147488,,,,,,0
1884,23385,Livernois & Regents Nearside,,42.553168,-83.147362,,,,,,0
1885,21298,Livernois & Cloverridge,,42.550823,-83.147267,,,,,,0
1886,1637,15 Mile & Main,,42.547795,-83.147092,,,,,,0
1887,12287,Main & Council,,42.546618,-83.147043,,,,,,0
1888,12288,Main & Leroy,,42.544083,-83.146868,,,,,,0
1889,12289,Main & Knollwood Boulevard,,42.542303,-83.146822,,,,,,0
1891,10067,Main & Clawson City Hall,,42.537082,-83.146567,,,,,,0
1892,23387,Main & Broadacre Nearside,,42.535040,-83.146488,,,,,,0
1893,10724,Main & W Jefferson,,42.532330,-83.146185,,,,,,0
1894,10728,Main & E Tacoma Boulevard,,42.530978,-83.146107,,,,,,0
1895,11327,Main & Tecumseh,,42.528523,-83.146027,,,,,,0
1896,20310,Main & Normandy,,42.526107,-83.145900,,,,,,0
1897,11087,Main & W Sunnybrook D,,42.524263,-83.145803,,,,,,0
1898,20311,Main & Lexington Boulevard,,42.522007,-83.145693,,,,,,0
1899,1638,Main & 13 Mile,,42.519463,-83.145565,,,,,,0
1900,23611,Main & 13 Mile,,42.518493,-83.145550,,,,,,0
1901,20313,Main & W Bloomfield,,42.517055,-83.145487,,,,,,0
1902,20314,Main & Ellen,,42.514362,-83.145358,,,,,,0
1903,20315,Main & Vinsetta,,42.511182,-83.145217,,,,,,0
1904,23115,Main & Potawatomi,,42.510300,-83.145168,,,,,,0
1905,20316,Main & W Houstonia,,42.507185,-83.145073,,,,,,0
1906,1639,12 Mile & Main,,42.504013,-83.144978,,,,,,0
1907,20318,Main & Euclid,,42.502313,-83.144913,,,,,,0
1908,20319,Main & Catalpa,,42.498522,-83.144772,,,,,,0
1909,20320,Main & Crane,,42.496210,-83.144643,,,,,,0
1911,20321,Main & Willis,,42.494143,-83.144548,,,,,,0
1912,20322,Main & W University,,42.491712,-83.144437,,,,,,0
1913,1640,11 Mile & Main,,42.489834,-83.144858,,,,,,0
1914,1601,Maple Vision Care,,42.544648,-83.287187,,,,,,0
1915,759,Maple & Telegraph,,42.544783,-83.284230,,,,,,0
1916,10699,W Maple & Gilbert Lake R,,42.544973,-83.276298,,,,,,0
1917,10700,W Maple & Red Maple,,42.545237,-83.264918,,,,,,0
1918,12132,W Maple & Lahser Farside,,42.545283,-83.263217,,,,,,0
1919,10701,W Maple & Bradford,,42.545323,-83.261580,,,,,,0
1920,10062,W Maple & Hupp Cross,,42.545443,-83.258067,,,,,,0
1921,12133,W Maple & Detroit Country Day,,42.545547,-83.252600,,,,,,0
1922,10679,W Maple & Cranbrook Cros,,42.545657,-83.249898,,,,,,0
1923,12097,W Maple & Williamsbury,,42.545722,-83.247737,,,,,,0
1924,760,Maple & Cranbrook,,42.545800,-83.244907,,,,,,0
1925,12098,W Maple & Tilbury,,42.545928,-83.240822,,,,,,0
1926,10695,W Maple & Larchlea,,42.546055,-83.236673,,,,,,0
1929,12100,W Maple & Linden,,42.546167,-83.227772,,,,,,0
1931,10682,W Maple & Valley View La,,42.545443,-83.223307,,,,,,0
1933,12071,W Maple & Bates,,42.546595,-83.216885,,,,,,0
1934,12080,S Old Woodward & Merrill,,42.545602,-83.213277,,,,,,0
1935,1652,S Old Woodward & Daines,,42.543885,-83.211687,,,,,,0
1936,12081,Bowers & S Old Woodward,,42.542908,-83.209970,,,,,,0
1937,11305,S Woodward & Lincoln,,42.538695,-83.206568,,,,,,0
1938,12082,S Woodward & Bennaville,,42.536518,-83.204455,,,,,,0
1940,1236,Woodward & 14 Mile,,42.531830,-83.199910,,,,,,0
1941,20359,Woodward & Normandy,,42.524605,-83.192915,,,,,,0
1943,11292,Woodward & Webster,,42.510578,-83.179390,,,,,,0
1944,12019,Woodward & 12 Mile,,42.503250,-83.172268,,,,,,0
1945,11291,Woodward & Catalpa,,42.496257,-83.165562,,,,,,0
1946,1653,Woodward & 11 Mile,,42.489208,-83.158807,,,,,,0
1947,1673,Woodward & Lincoln NW,,42.482970,-83.152940,,,,,,0
1948,10952,Woodward & Millington,,42.474052,-83.144707,,,,,,0
1949,19890,Woodward & Cambridge,,42.468283,-83.140177,,,,,,0
1950,1594,Woodward & 9 Mile,,42.461246,-83.135380,,,,,,1
1951,18676,Woodward & Marshall,,42.453835,-83.130338,,,,,,0
1952,18708,Woodward & Bennett 8 Mi,,42.447333,-83.125920,,,,,,0
1953,1595,Woodward & McNichols,,42.417190,-83.105067,,,,,,0
1954,631,Woodward & Manchester,,42.407582,-83.098660,,,,,,0
1957,12882,Woodward & Antoinette,,42.363188,-83.068683,,,,,,0
1964,23276,Jefferson & Beaubien,,42.330787,-83.039008,,,,,,0
1965,23275,Jefferson & Beaubien,,42.330763,-83.040263,,,,,,0
1969,22162,Grand Circus Park,,42.336719,-83.050469,,,,,,1
1972,18262,Woodward & Warren,,42.357450,-83.064472,,,,,,0
1974,684,Woodward & Grand Boulevard,,42.370858,-83.073495,,,,,,0
1976,620,Woodward & Manchester,,42.407653,-83.098312,,,,,,0
1977,20,Woodward & McNichols,,42.417500,-83.104907,,,,,,0
1978,10862,Woodward & Bennett (8 Mile),,42.447477,-83.125348,,,,,,0
1979,18711,Woodward & Marshall,,42.454733,-83.130243,,,,,,0
1980,19,Woodward & 9 Mile,,42.460940,-83.134504,,,,,,1
1981,10953,Woodward & Woodward Heights,,42.468838,-83.139843,,,,,,0
1982,10954,Woodward & I-696 Service Drive,,42.474720,-83.144468,,,,,,0
1983,730,Woodward & Lincoln NE,,42.483255,-83.152670,,,,,,0
1984,704,Woodward & 11 Mile,,42.490297,-83.159315,,,,,,0
1985,11095,Woodward & Vinsetta (Catalpa),,42.496885,-83.165608,,,,,,0
1986,20347,Woodward & 12 Mile,,42.503850,-83.172320,,,,,,0
1987,20349,Woodward & Webster,,42.510897,-83.179152,,,,,,0
1988,20352,Woodward & Coolidge,,42.517078,-83.185095,,,,,,0
1989,17,Woodward & 13 Mile,,42.518287,-83.186320,,,,,,0
1990,20355,Woodward & Normandy,,42.525377,-83.193138,,,,,,0
1991,12084,S Woodward & 14 Mile,,42.532378,-83.199877,,,,,,0
1992,12085,S Woodward & Taunton,,42.534213,-83.201658,,,,,,0
1993,12086,S Woodward & Chapin,,42.535827,-83.203215,,,,,,0
1994,22438,Woodward & Humphrey,,42.537463,-83.204788,,,,,,0
1995,12087,S Woodward & Worth,,42.539618,-83.206743,,,,,,0
1996,12088,Elm & Bowers,,42.543067,-83.208778,,,,,,0
1997,10676,S Old Woodward & Bowers,,42.542986,-83.210225,,,,,,0
1998,705,S Old Woodward & Daines,,42.544370,-83.211847,,,,,,0
1999,22166,S Old Woodward & Merrill,,42.545697,-83.213213,,,,,,0
2000,1277,W Maple & Old Woodward,,42.546778,-83.214787,,,,,,0
2001,10692,W Maple & Bates,,42.546690,-83.217488,,,,,,0
2002,11304,W Maple & Private Drive,,42.545768,-83.221812,,,,,,0
2003,12110,W Maple & Hawthorne,,42.545705,-83.225515,,,,,,0
2004,10693,W Maple & Lake Park,,42.546412,-83.229425,,,,,,0
2005,12111,W Maple & Pilgrim,,42.546357,-83.231698,,,,,,0
2006,12112,W Maple & Fairfax,,42.546245,-83.234655,,,,,,0
2007,10051,W Maple & Larchlea,,42.546135,-83.237135,,,,,,0
2008,12113,W Maple & Westwood,,42.546055,-83.240202,,,,,,0
2009,767,Maple & Cranbrook,,42.545920,-83.246067,,,,,,0
2010,12134,W Maple & Hamilton,,42.545800,-83.249675,,,,,,0
2011,10703,W Maple & Clifton,,42.545737,-83.253840,,,,,,0
2012,12135,W Maple & Drury Lane,,42.545657,-83.255810,,,,,,0
2013,10704,W Maple & Tuckahoe,,42.545547,-83.260357,,,,,,0
2014,12136,W Maple & Lahser,,42.545403,-83.265410,,,,,,0
2015,10705,W Maple & Gilbert Lake R,,42.545125,-83.277840,,,,,,0
2016,10706,W Maple & Thorncrest,,42.545070,-83.280877,,,,,,0
2017,12137,W Maple & Telegraph,,42.544958,-83.283277,,,,,,0
2018,1278,Maple & Telegraph,,42.544870,-83.286440,,,,,,0
2020,18709,Woodward & Webster,,42.450298,-83.127240,,,,,,0
2023,18713,Woodward & Ardmore,,42.458578,-83.132850,,,,,,0
2026,18716,Woodward & E Woodland,,42.466447,-83.138238,,,,,,0
2027,19891,Woodward & Sylvan,,42.470793,-83.141195,,,,,,0
2028,19892,Woodward & Wellesley,,42.472463,-83.142418,,,,,,0
2030,20327,Woodward & Lafayette,,42.479488,-83.149047,,,,,,0
2031,20328,Woodward & Hudson,,42.481285,-83.150795,,,,,,0
2032,20329,Woodward & W Sixth,,42.484750,-83.154070,,,,,,0
2033,10172,Woodward & W 4th,,42.486498,-83.155707,,,,,,0
2034,22165,Woodward & Hendrie,,42.488270,-83.157360,,,,,,0
2035,20344,Woodward & Forestdale,,42.492435,-83.161348,,,,,,0
2036,11652,Woodward & Oxford,,42.494692,-83.163478,,,,,,0
2037,20345,Woodward & Vinton,,42.498863,-83.167500,,,,,,0
2038,20346,Woodward & Linwood,,42.500367,-83.168930,,,,,,0
2039,20348,Woodward & Benjamin,,42.506557,-83.174955,,,,,,0
2040,20350,Woodward & Trafford,,42.512883,-83.181107,,,,,,0
2041,20351,Woodward & Woodslee,,42.514830,-83.182965,,,,,,0
2042,20353,Woodward & Ravena,,42.522007,-83.189880,,,,,,0
2043,20354,Woodward & Hunter,,42.523707,-83.191533,,,,,,0
2044,20356,Woodward & Nakota,,42.528245,-83.195920,,,,,,0
2045,11653,Woodward & Samoset,,42.530788,-83.198367,,,,,,0
2046,10677,N Old Woodward & Oakland Ring,,42.548225,-83.215487,,,,,,0
2047,12089,N Old Woodward & Harmon,,42.550847,-83.217568,,,,,,0
2048,706,N Old Woodward & Oak,,42.553375,-83.219300,,,,,,0
2049,12092,Woodward & Manor,,42.558365,-83.222590,,,,,,0
2050,12182,Woodward & Big Beaver,,42.560710,-83.224228,,,,,,0
2051,12183,Woodward & Strathmoor,,42.562427,-83.225468,,,,,,0
2052,12117,Woodward & Hickory Grove,,42.596758,-83.257400,,,,,,0
2053,12118,Woodward & Aldgate,,42.598777,-83.259275,,,,,,0
2054,12119,Woodward & Millington,,42.601305,-83.261643,,,,,,0
2055,12120,Woodward & Square Lake,,42.602632,-83.262900,,,,,,0
2056,12121,Woodward & Square Lake,,42.604532,-83.264663,,,,,,0
2057,11307,Woodward & E Berkshire,,42.608663,-83.268605,,,,,,0
2058,708,Woodward & Charles Lane,,42.613153,-83.272850,,,,,,0
2059,19900,Woodward & M L King,,42.615045,-83.274630,,,,,,0
2060,10394,Woodward @ Trinity Oakland Hospital NB,,42.616304,-83.275833,,,,,,1
2061,10959,Woodward & Central,,42.620393,-83.279780,,,,,,0
2062,19901,Saginaw & Wilson,,42.622015,-83.281290,,,,,,0
2064,10399,Woodward & Raeburn,,42.625528,-83.284517,,,,,,0
2065,19904,Woodward & Turk,,42.628198,-83.287107,,,,,,0
2066,10960,Woodward & Cottage,,42.631290,-83.288568,,,,,,0
2067,10962,Woodward & Auburn,,42.632600,-83.288648,,,,,,0
2070,11649,S Washington & Parent,,42.479703,-83.146233,,,,,,0
2071,11650,S Washington & Hudson,,42.481840,-83.146313,,,,,,0
2072,20342,S Washington & Lincoln,,42.483120,-83.146360,,,,,,0
2073,23626,Royal Oak Transit Center (Lafayette),,42.488517,-83.147775,,,,,,0
2074,10424,11 Mile & N West,,42.489788,-83.149205,,,,,,0
2075,11093,11 Mile & N Maple,,42.489740,-83.152702,,,,,,0
2076,23370,11 Mile & Maxwell,,42.489653,-83.154467,,,,,,0
2077,23173,11 Mile & Hilldale,,42.489518,-83.156772,,,,,,0
2080,22163,Woodward & Columbia (Comerica Park),,42.338580,-83.051769,,,,,,1
2081,13907,Woodward & Winder,,42.340727,-83.053189,,,,,,0
2089,13954,Woodward & Palmer,,42.362402,-83.067793,,,,,,0
2092,13977,Woodward & Bethune,,42.372793,-83.074728,,,,,,0
2093,13966,Woodward & Chandler,,42.374355,-83.075936,,,,,,0
2094,13967,Woodward & Mt Vernon,,42.375978,-83.076962,,,,,,0
2095,13976,Woodward & Euclid,,42.377492,-83.077982,,,,,,0
2096,13975,Woodward & Hague,,42.379016,-83.079076,,,,,,0
2102,14323,Woodward & Trowbridge,,42.389700,-83.086168,,,,,,0
2123,12963,Woodward & 7 Mile,,42.432552,-83.115112,,,,,,0
2127,19894,Woodward & Huron,,42.637767,-83.295642,,,,,,0
2128,11592,Woodward & W Pike,,42.635565,-83.294053,,,,,,0
2129,22439,Woodward & Orchard Lake,,42.632847,-83.291795,,,,,,0
2130,19895,Woodward & Wesson,,42.631282,-83.290508,,,,,,0
2131,19896,Woodward & Osmun,,42.629160,-83.288505,,,,,,0
2132,19897,Woodward & Rapid,,42.626832,-83.286137,,,,,,0
2133,10397,Woodward & Prospect,,42.624478,-83.283928,,,,,,0
